timestamp,open,high,low,close,volume,turnover
2025-08-29,595.5,605.0,594.0,596.5,18234935,10915508651.0
2025-09-01,605.0,610.0,601.5,605.0,15958837,9659266534.0
2025-09-02,605.5,608.5,599.0,600.5,14808157,8931988423.0
2025-09-03,606.5,613.0,596.0,598.5,15523985,9342307314.0
2025-09-04,605.0,605.0,591.0,592.5,18003934,10709235662.0
2025-09-05,599.5,609.0,595.5,605.5,19047729,11491491838.0
2025-09-08,605.5,619.0,605.0,617.5,21815489,13369898978.0
2025-09-09,620.0,628.0,617.5,627.0,19871460,12402857764.0
2025-09-10,630.0,639.0,628.0,633.5,19193376,12190312543.0
2025-09-11,633.0,633.0,624.0,629.5,18191860,11453335654.0
2025-09-12,645.0,649.0,642.0,643.5,20780375,13422728502.0
2025-09-15,646.0,648.5,637.5,643.5,16371242,10535685021.0
2025-09-16,647.0,649.5,640.5,645.0,13339685,8609542624.0
2025-09-17,646.5,663.5,645.0,661.5,22349048,14682542772.0
2025-09-18,662.0,664.5,635.5,642.0,29989898,19432788713.0
2025-09-19,647.0,647.0,638.0,642.5,20805608,13371042984.0
2025-09-22,642.0,643.5,634.0,641.0,12899662,8240895170.0
2025-09-23,641.5,643.5,627.0,635.5,15293080,9697688016.0
2025-09-24,633.5,651.0,628.0,648.5,18440788,11854753855.0
2025-09-25,651.0,659.0,643.5,650.0,17384258,11337641855.0
2025-09-26,645.0,653.0,640.0,644.0,19504951,12617897920.0
2025-09-29,649.5,664.5,647.5,660.0,20489556,13492727746.0
2025-09-30,658.0,666.5,657.5,663.0,20610633,13653530623.0
2025-10-02,667.5,683.0,665.5,676.5,17137745,11602077362.0
2025-10-03,677.0,680.0,670.0,673.5,7125093,4802401785.0
2025-10-06,675.0,682.5,670.0,677.5,7828323,5290177514.0
2025-10-08,680.0,680.0,669.5,675.0,10540730,7110636784.0
2025-10-09,675.0,681.0,665.5,675.5,14454705,9752967437.0
2025-10-10,669.0,669.0,647.5,651.5,19904705,13051085790.0
2025-10-13,630.0,648.5,622.5,639.0,38012175,24133784941.0
2025-10-14,642.5,644.0,617.0,621.0,26797863,16792282108.0
2025-10-15,624.5,633.0,620.5,627.0,18381023,11538283646.0
2025-10-16,626.0,629.0,615.5,620.0,14285465,8878516698.0
2025-10-17,618.5,620.5,602.5,608.0,18654519,11370789563.0
2025-10-20,624.0,632.5,621.5,627.5,14963360,9379379881.0
2025-10-21,643.0,644.0,630.0,630.5,14171988,9028696332.0
2025-10-22,626.0,629.0,616.5,623.5,9979448,6212763895.0
2025-10-23,620.0,636.0,618.0,633.0,12419348,7782734766.0
2025-10-24,639.0,641.5,633.5,637.5,11997034,7648872118.0
2025-10-27,649.0,656.0,646.0,656.0,16043970,10461683006.0
