timestamp,open,high,low,close,volume,turnover
2025-08-29 12:00:00,508.66,509.6,504.492,506.69,20961569,10631240369.0
2025-09-02 12:00:00,500.465,506.0,496.81,505.12,18127995,9119014030.0
2025-09-03 12:00:00,503.79,507.79,502.32,505.35,16345078,8253344967.0
2025-09-04 12:00:00,504.3,508.15,503.15,507.97,15509486,7861609699.0
2025-09-05 12:00:00,509.07,511.97,492.37,495.0,31994846,15895827958.0
2025-09-08 12:00:00,498.105,501.195,495.03,498.2,16771015,8362606255.0
2025-09-09 12:00:00,501.43,502.25,497.7,498.41,14410542,7194581163.0
2025-09-10 12:00:00,502.98,503.23,496.72,500.37,21611816,10817356060.0
2025-09-11 12:00:00,502.25,503.17,497.88,501.01,18881608,9468394398.0
2025-09-12 12:00:00,506.65,512.55,503.85,509.9,23624884,12041304368.0
2025-09-15 12:00:00,508.79,515.47,507.0,515.36,17143786,8796379064.0
2025-09-16 12:00:00,516.88,517.23,508.6,509.04,19711922,10078395788.0
2025-09-17 12:00:00,510.62,511.29,505.93,510.02,15816585,8049663191.0
2025-09-18 12:00:00,511.49,513.07,507.66,508.45,18913696,9631186816.0
2025-09-19 12:00:00,510.56,519.3,510.31,517.93,52474093,27036027125.0
2025-09-22 12:00:00,515.59,517.74,512.545,514.45,20009314,10297042697.0
2025-09-23 12:00:00,513.8,514.59,507.31,509.23,19799580,10099115342.0
2025-09-24 12:00:00,510.38,512.48,506.92,510.15,13533711,6895018139.0
2025-09-25 12:00:00,508.3,510.01,505.04,507.03,15786468,8010929178.0
2025-09-26 12:00:00,510.06,513.94,506.62,511.46,16213129,8276339473.0
2025-09-29 12:00:00,511.5,516.845,508.88,514.6,17617775,9063489310.0
2025-09-30 12:00:00,513.24,518.16,509.66,517.95,19728229,10183981883.0
2025-10-01 12:00:00,514.8,520.505,511.69,519.71,22632336,11707693772.0
2025-10-02 12:00:00,517.64,521.6,510.679,515.74,21222886,10947940642.0
2025-10-03 12:00:00,517.1,520.49,515.0,517.35,15112321,7828960703.0
2025-10-06 12:00:00,518.61,531.03,518.2,528.57,21388581,11262838662.0
2025-10-07 12:00:00,528.285,529.8,521.44,523.98,14615208,7665222907.0
2025-10-08 12:00:00,523.28,526.95,523.09,524.85,13363447,7013736095.0
2025-10-09 12:00:00,522.335,524.325,517.4,522.4,18343602,9555825189.0
2025-10-10 12:00:00,519.64,523.58,509.63,510.96,24133840,12416352817.0
2025-10-13 12:00:00,516.41,516.41,511.68,514.05,14284238,7341934009.0
2025-10-14 12:00:00,510.225,515.282,506.0,513.57,14684300,7518208038.0
2025-10-15 12:00:00,514.955,517.19,510.0,513.43,14694654,7554273022.0
2025-10-16 12:00:00,512.58,516.85,508.13,511.61,15559565,7965621931.0
2025-10-17 12:00:00,509.04,515.48,507.31,513.58,19867765,10174952755.0
2025-10-20 12:00:00,514.61,518.7,513.43,516.79,14665620,7576565639.0
2025-10-21 12:00:00,517.5,518.69,513.04,517.66,15586204,8050173140.0
2025-10-22 12:00:00,521.15,525.23,517.71,520.54,18962694,9890196464.0
2025-10-23 12:00:00,522.46,523.95,518.61,520.56,14023532,7315663856.0
2025-10-24 12:00:00,522.79,525.345,520.71,523.61,15532360,8134316368.0
2025-10-27 12:00:00,531.78,534.58,529.01,531.52,18734716,9965946975.0
2025-10-28 12:00:00,550.0,553.72,540.77,542.07,29986683,16334755635.0
2025-10-29 12:00:00,544.94,546.27,536.729,541.55,36023004,19346866956.0
2025-10-30 12:00:00,530.48,534.97,522.12,525.76,41023088,21622164218.0
2025-10-31 12:00:00,528.875,529.32,515.1,517.81,34006424,17637833089.0
2025-11-03 13:00:00,519.805,524.96,514.59,517.03,22374742,11602236303.0
2025-11-04 13:00:00,511.76,515.55,507.84,514.33,20958663,10755292655.0
2025-11-05 13:00:00,513.3,514.83,506.575,507.16,23024342,11719403377.0
2025-11-06 13:00:00,505.66,505.7,495.81,497.1,27406496,13665182315.0
2025-11-07 13:00:00,496.945,499.377,493.25,496.82,24019764,11916037399.0
2025-11-10 13:00:00,500.035,506.85,498.8,506.0,26101480,13161940646.0
2025-11-11 13:00:00,504.8,509.6,502.349,508.68,17980020,9121645921.0
2025-11-12 13:00:00,509.355,511.67,499.12,511.14,26574851,13497089070.0
2025-11-13 13:00:00,510.31,513.5,501.29,503.29,25273114,12790944895.0
2025-11-14 13:00:00,498.23,511.6,497.44,510.18,28505746,14465218314.0
2025-11-17 13:00:00,508.45,512.12,504.91,507.49,19092752,9695636831.0
2025-11-18 13:00:00,495.365,502.98,486.78,493.79,33815114,16693048612.0
2025-11-19 13:00:00,490.1,495.187,482.83,487.12,23245314,11345731831.0
2025-11-20 13:00:00,492.71,493.57,475.5,478.43,26802542,12944327019.0
2025-11-21 13:00:00,478.5,478.92,468.27,472.12,31769248,15043080535.0
2025-11-24 13:00:00,475.0,476.9,468.02,474.0,34441809,16325639332.086
2025-11-25 13:00:00,474.07,479.15,464.89,476.99,28019793,13292998459.0
2025-11-26 13:00:00,486.31,488.31,481.2,485.5,25709079,12475247466.0
2025-11-28 13:00:00,487.595,492.63,486.65,492.01,14386730,7062298326.0
2025-12-01 13:00:00,488.435,489.86,484.648,486.74,23963993,11678384141.0
2025-12-02 13:00:00,486.715,493.5,486.32,490.0,19562722,9586637821.0
2025-12-03 13:00:00,476.32,484.24,475.2,477.73,34615102,16596399017.0
2025-12-04 13:00:00,479.76,481.322,476.49,480.84,22318155,10696051148.0
2025-12-05 13:00:00,482.515,483.4,478.88,483.16,22608710,10898891410.0
